Proyecto,Vende,Dirección,Tipo,Zona,Alc.,# Gar.,Area,Sub Zona,Piso,Psep13
Bosque de las Delicias,Const. Angel Miranda,Cl. 44 # 3-44,Apto.,Norte,3,1,83,Calima,101,"78,075,000"
Ed. Sephia Apartaestudios,Velkar.,Av. 5 Nte Cl. 22,Apto.,Norte,2,1,83,La Flora,502,"140,916,000"
Rincón del Sur,Const. Bolívar,Cr. 86 Cl. 45,Apto.,Sur,3,1,83,Caney,5,"101,537,000"
Portal del Lili,Cusezar,Cl. 28 Cr. 96,Apto.,Sur,3,1,83,Caney,703,"145,412,000"
Divisa,Const. Valle,Cl. 8 Oeste #25C-92,Apto.,Oeste,2,1,83,Cristales,3,"146,037,000"
Punta Oeste,Amarilo,Cr. 3 Oeste # 5-59,Apto.,Oeste,2,2,83,Santa Teresita,604,"168,432,000"
Valdemoro Club Res.,Osmares,Cl. 5 Cr. 84,Apto.,Sur,3,1,83,Ingenio,403F,"142,642,000"
Balcones del Limonar II,Const. Bolívar,Cr. 66 Cl 16,Apto.,Sur,3,1,83,Ingenio,104,"129,161,000"
Punta Oeste,Arq. & Concreto,Cr. 3 Oeste # 5-59,Apto.,Oeste,3,2,83,Santa Teresita,3,"190,000,000"
Cond. Verde Valle,Bienes Seguros OI,Cr. 96 Cl. 45 y 48,Apto.,Sur,2,1,83,Caney,501,"107,325,000"
Rincon de Arboleda II,Bienes Seguros OI,Dl. 4A # 78-50,Apto.,Sur,3,1,83,El Refugio,104,"100,646,000"
Portal de la Flora,Conciviles,Cl. 63 Cr. 3G,Apto.,Norte,3,1,83,La Flora,608,"152,516,000"
Cond. Verde Valle,Portico Inm.,Cr. 96 Cl. 45 y 48,Apto.,Sur,2,1,83,Caney,401,"126,100,813"
Altobello,Const. Melendez,Cl. 26 Cr. 85E,Apto.,Sur,3,2,83,Caney,104,"138,927,000"
Azul Mediterraneo,Const. E Inv. Gómez,Cl. 9B Oe # 4-134,Apto.,Oeste,3,1,83,Cristales,101,"168,000,000"
Valparaiso,Const. Alpes,Cl. 43 Cr. 111 y 112,Apto.,Sur,3,1,83,Autonoma,401,"157,609,000"
Torres de Valgarda 25,Inacar,Cr. 92 Cl. 25,Apto.,Sur,3,1,84,Caney,803 T1,"177,071,042"
Manzanares,Marval,Cr. 86 Av. Simon Bolivar,Apto.,Sur,3,1,84,Caney,415 T4,"159,305,500"
Balcon de las Flores,Const. Bolívar,Av. 5B Cl. 64N - 67N.,Apto.,Norte,3,1,84,La Flora,602 A,"187,100,000"
Toscana Club Res.,Const. Melendez,Av. Simon Bolivar Cr. 86,Apto.,Sur,3,1,84,Caney,401,"168,000,000"
Sierra de Normandia,Cusezar,Cl. 1B oeste # 4oes-201,Apto.,Oeste,3,1,84,Aguacatal,104,"181,986,000"
Atrium,Espacio Vital,Cr. 96 # 45-140,Apto.,Sur,3,1,84,Caney,101,"142,786,000"
Lili del Viento II,Inv. Alcabama,Cr. 99 # 45-120,Apto.,Sur,3,1,84,Caney,401,"138,400,000"
Conj. Habit. Sayab,I.C. Prefabricados,Cr. 15 # 56-73,Apto.,Sur,3,1,84,Ingenio,402,"148,000,000"
Alameda Central,Const. Melendez,Cl. 53 y 54 Cr. 98B,Apto.,Sur,3,1,84,Caney,603,"166,000,000"
Mont Brè,Buenavista Const. Prom.,Cr. 4 Cl. 14 Oeste,Apto.,Oeste,3,1,84,Cristales,501,"157,000,000"
Capri 75 Aptos.,JM Inm.,Cl. 10a # 76a-45,Apto.,Sur,3,1,84,Ingenio,201,"182,000,000"
Parq. de las Quintas,Const. Bolívar,Cr. 75 # 13B-40,Apto.,Sur,3,1,84,Ingenio,4,"101,150,000"
Caña Dulce,Const. Melendez,Cl. 85D Cr. 50,Apto.,Sur,3,1,84,Caney,4,"114,082,000"
Rincón de la Arboleda,Procon,Cl. 4 Cr. 78,Apto.,Sur,3,1,84,El Refugio,1,"82,250,000"
Ed. Sephia Apartaestudios,Velkar.,Av. 5 Nte Cl. 22,Apto.,Norte,2,1,84,La Flora,603,"144,056,000"
Jardín del Lili,Const. Bolívar,Cl. 42 Cr. 96,Casa,Sur,3,1,84,Caney,3,"80,658,000"
Ed. Rincón del Bosque,Inv. CIMAR,AV. 10 N # 51N-36,Apto.,Norte,3,1,84,La Flora,301,"126,000,000"
Refugio de los Samanes,Buenavista Const. Prom.,Cl. 5 Cr. 63A,Apto.,Sur,3,1,84,El Refugio,401,"170,000,000"
Conj. Res. Sintagma Ltda.,Const. Sintagma,Cl. 14 # 70-72,Apto.,Sur,3,1,85,Ingenio,101,"115,000,000"
Santa Maria de los Vientos,Const. Colpatria,Av. 6 Cl. 58N,Apto.,Norte,3,1,85,La Flora,514 B,"190,070,000"
Villa Magna,Solevento,Cl. 1B # 55-56,Apto.,Sur,3,1,85,El Refugio,402,"168,000,000"
Parque de las Flores,Const. Bolívar,Av. 4N  Cl. 64 y 67,Apto.,Norte,3,1,85,La Flora,506B,"201,830,000"
Ed. Katiana María,Humberto Torres,Cl. 2C # 65A-59,Apto.,Sur,3,1,85,El Refugio,2,"166,000,000"
Palmar del Sur,Const. Bolívar,Aut. Simón Bol. - Cr. 98,Casa,Sur,3,1,85,Caney,1,"91,000,000"
Torres de San Joaquin,Cusezar,Cl. 16 Cr. 86,Apto.,Sur,3,1,85,Ingenio,8,"117,627,000"
Conj. Reserva Lili,Const. Bolívar,Cl. 34 # 94-39,Casa,Sur,3,1,85,Caney,3,"99,774,000"
Sottomonte Apartaestudios,Inm. Centenario,Av. Guadalupe # 2-157,Apto.,Sur,2,1,85,El Refugio,701,"170,000,000"
La Portada de la Hacienda,Const. El Limonar,Cr. 66 Cl. 14 y 14C,Apto.,Sur,3,1,85,Ingenio,3,"110,000,000"
Cond. El Bambu,Prom. Parq. Guadalupe,Cl. 2 Cr. 53 y 54,Apto.,Sur,3,1,85,El Refugio,1,"95,500,000"
Tor. de San Agustin II,Const. Colpatria,Cr. 86 # 43-37,Apto.,Sur,3,1,85,Caney,712,"117,000,000"
Reserva de la Flora,Grupo Pijao,Av. 6N Cl. 58N,Apto.,Norte,3,1,85,La Flora,604 T2,"143,292,000"
Reserva de Sta Isabel,Inv. Emmanuel,Cr. 37 Cl. 4,Apto.,Oeste,3,1,85,Cristales,403,"137,661,000"
Paseo Real III,Const. Alpes,Cl. 58N Av. 4B N,Apto.,Norte,3,1,85,La Flora,401,"157,500,000"
Eden de los Cerros,Const. Tekton,Cl. 1A # 66B-17,Apto.,Sur,3,1,85,El Refugio,308,"118,680,000"
Montecristal,Triada,Cl. 8 Oeste #25-250,Apto.,Oeste,3,1,85,Cristales,E-301,"186,200,000"
Provenza,Habitek,Av. 9 Nte # 54-04,Apto.,Norte,3,1,85,La Flora,312,"131,500,000"
Torres de Valgarda 25,Inacar,Cr. 92 Cl. 25,Apto.,Sur,3,1,85,Caney,804 T1,"181,569,311"
Brisas de San Lorenzo,Const. Colpatria,Cr. 86 # 45-49,Apto.,Sur,3,1,86,Caney,411,"142,205,000"
Guadalquivir ,Skema,Cr. 98B # 34-53,Apto.,Sur,3,1,86,Caney,3,"174,562,000"
Terrazino,Solanillas,Cl. 34AN  # 2AN-70,Apto.,Norte,3,2,86,La Flora,103,"190,000,000"
Ed. Katiana María,Humberto Torres,Cl. 2C # 65A-59,Apto.,Sur,3,1,86,El Refugio,2,"113,000,000"
EL Alminar de la Flora,Giraldo Salazar,Cl. 41N # 4N-170,Apto.,Norte,2,2,86,La Flora,5,"124,736,000"
Casas de Terraverde,Buenavista Const. Prom.,Cl. 45 Cr. 94,Casa,Sur,3,1,86,Caney,2,"99,000,000"
Ponte Vedra,Corasa ,Cr. 72 # 13A-56,Apto.,Sur,2,1,86,Ingenio,1,"124,000,000"
Rincón del Sur C,Const. Bolívar,Cr. 86 Cl. 45,Casa,Sur,3,1,86,Caney,3,"108,345,000"
Prados de la Hacienda Aptos.,Const. El Limonar,Cl. 14A # 69-141,Apto.,Sur,3,1,86,Ingenio,301,"138,500,000"
Palmar del Oeste,CG Ing. ,Cl. 12 Cr. 3 Oeste,Apto.,Oeste,2,2,86,Santa Teresita,403,"194,000,000"
Brisas de Oriente,Socorro Escobar,Cl. 46A # 1d1-95,Casa,Norte,3,1,86,Calima,3,"98,000,000"
Reserva de Sta Isabel,Inv. Emmanuel,Cr. 37 Cl. 4,Apto.,Oeste,3,1,86,Cristales,404,"145,260,000"
Torres de Valgarda 25,Inacar,Cr. 92 Cl. 25,Apto.,Sur,3,1,86,Caney,102,"131,356,000"
California  Aptos,Triada,Cr. 99C # 42-61,Apto.,Sur,3,1,86,Caney,404,"128,100,000"
Casas del Palmar,Jaramillo Mora,Cr. 98 Cl. 45,Casa,Sur,3,1,86,Caney,2,"130,630,000"
Valparaiso,Const. Alpes,Cl. 43 Cr. 111 y 112,Apto.,Sur,3,1,86,Autonoma,401,"164,542,000"
Provenza,Habitek,Av. 9 Nte # 54-04,Apto.,Norte,3,1,87,La Flora,311,"134,500,000"
Reserva de la Hacienda,Const. El Limonar,Cr. 70 Cl. 16,Apto.,Sur,3,1,87,Ingenio,301,"159,850,000"
Villa Magna,Solevento,Cl. 1B # 55-56,Apto.,Sur,3,1,87,El Refugio,403,"186,400,000"
Natura Vida Silvestre,Renova Grupo Const.,Cl. 8A Oeste Cr. 26,Apto.,Oeste,2,2,87,Cristales,301,"238,900,000"
Mir. de Chipichape,Balc. de Chipichape,Cl. 40 N # 6AN-20,Apto.,Norte,2,1,87,La Flora,406,"182,600,000"
Ed. Sephia Apartaestudios,Velkar.,Av. 5 Nte Cl. 22,Apto.,Norte,2,1,87,La Flora,602,"149,505,000"
Multf. Katalan,Dklar Asociados,Av. 3C Cl. 42 - 43,Apto.,Norte,3,1,87,La Flora,201,"121,000,000"
Espirale Complex,Const. SPAZIO,Cl. 25E Oe # 8-01,Apto.,Oeste,1,1,87,Cristales,3,"188,786,000"
Gualanday Plaza,Skema,Cr. 98B Cl. 33 y 34,Apto.,Sur,3,1,87,Caney,101,"116,500,000"
Edificio Ruby,G y M Consultores,Av. 2 Oe # 12-52,Apto.,Oeste,2,2,87,Santa Teresita,101,"175,000,000"
Reserva de la Flora,Grupo Pijao,Av. 6N Cl. 58N,Apto.,Norte,3,1,87,La Flora,7,"126,206,000"
Altos de Normandia,Cusezar,Cl. 1B Oe # 4Oe-201,Apto.,Oeste,3,2,87,Aguacatal,101,"192,000,000"
Arboleda del Lili Conj. Res.,Jaramillo Mora,Cr. 98 Cl. 48,Apto.,Sur,3,1,87,Caney,802,"153,840,000"
Edificio Bali,JM Inm.,Cl. 21 N # 9N-40,Apto.,Norte,1,1,87,Sta Monica Nte,Dp8,"212,000,000"
Cerro Cristales,Mecon,Cl. 9A Oe Cr. 38 Oe,Apto.,Oeste,3,1,87,Cristales,419 C,"189,660,000"
Rio Aptos,Const. 180 Grados.,Cr. 102 # 17-37,Apto.,Sur,1,1,87,Ciudad Jardín,Dp 201,"193,343,000"
Remanso de la Flora,Ing. Jaime Suarez Cuenca,Cl. 61 N # 3Bis-65,Apto.,Norte,3,1,87,La Flora,401,"145,315,000"
Kineret Lofts,Solanillas,Cr. 37 Oe # 2-64,Apto.,Oeste,2,1,87,Cristales,502,"208,283,000"
Venetto,Jaramillo Mora,Cl. 25 Cr. 102,Apto.,Sur,3,1,87,Caney,501,"155,500,000"
Kaoba,LV Estructuras,Cr. 2 Aoeste 5-A25,Apto.,Oeste,2,2,88,Santa Teresita,403,"245,000,000"
Gualanday Plaza,Skema,Cr. 98B Cl. 33 y 34,Apto.,Sur,3,1,88,Caney,Dp401,"123,000,000"
Taino,Espacio Vital,Av. Cañasg. Cr. 109 -112,Apto.,Sur,2,1,88,Ciudad Jardín,1,"133,031,357"
Conj. Res. Chambery,Moreno Tafur,Cl. 3 Cr. 47,Apto.,Sur,3,2,88,El Refugio,501,"104,000,000"
Mistral Aptos,Inv. Velar,Cr. 72 # 13A-50,Apto.,Sur,2,1,88,Ingenio,104,"150,399,000"
Eden de los Cerros,Const. Tekton,Cl. 1A # 66B-17,Apto.,Sur,3,1,88,El Refugio,303,"123,096,000"
Mont Jüic Aptos,Mecon,Cl. 12AOe  2A-50,Apto.,Oeste,3,2,88,Santa Teresita,207A,"160,000,000"
Venetto,Jaramillo Mora,Cl. 25 Cr. 102,Apto.,Sur,3,1,88,Caney,502,"143,400,000"
Piamonte Conj. Resd.,Jaramillo Mora,Cr. 102 Cl. 28,Apto.,Sur,3,1,89,Caney,502,"199,500,000"
Balcon de las Flores,Const. Bolívar,Av. 5B Cl. 64N - 67N.,Apto.,Norte,3,1,89,La Flora,603 A,"190,590,000"
Ciudad Real,Const. Melendez,Cr. 80B # 48A-54,Casa,Sur,3,1,89,Caney,1,"65,366,749"
Conj. Reserva Lili,Const. Bolívar,Cl. 34 # 94-39,Casa,Sur,3,1,89,Caney,3,"72,600,000"
Mir. de Chipichape,Balc. de Chipichape,Cl. 40 N # 6AN-20,Apto.,Norte,2,1,89,La Flora,301,"181,000,000"
Torres de Santorino ,Const. Alpes,Cr. 80 Cl. 13C,Apto.,Sur,3,1,89,Ingenio,4,"109,056,000"
Rincón del Sur C,Const. Bolívar,Cr. 86 Cl. 45,Casa,Sur,3,1,89,Caney,3,"110,274,000"
Paseo Real,Const. Alpes,Cl. 58N Av. 4B N,Apto.,Norte,3,1,89,La Flora,4,"119,952,000"
Balcones del Limonar,Const. Bolívar,Cr. 66 Cl 16,Apto.,Sur,3,1,89,Ingenio,1,"128,179,000"
Brisas del Oeste Desis.,Socorro Escobar,Cl. 2 Oe # 13-27,Apto.,Oeste,1,2,89,Santa Teresita,4,"196,000,000"
La Espadaña,Const. Melendez,Cl. 50 Cr. 90 y 92,Casa,Sur,3,1,89,Caney,2,"112,796,000"
Conj. Res. Los Robles,Const. Melendez,Cr. 82 cl. 28,Apto.,Sur,3,1,89,Caney,102,"148,018,000"
Reserva de la Flora,Grupo Pijao,Av. 6N Cl. 58N,Apto.,Norte,3,1,89,La Flora,601 T1,"152,410,000"
Kusko,Dklar Asociados,Cl. 5 Cr. 63a,Apto.,Sur,3,1,89,El Refugio,401,"149,000,000"
Kineret Lofts,Solanillas,Cr. 37 Oe # 2-64,Apto.,Oeste,2,1,89,Cristales,408,"210,228,875"
Macuira,Const. Melendez,Cr. 87 Cl. 50,Casa,Sur,3,1,89,Caney,2 C-40,"162,473,000"
Palmares del Castillo ,Const. El Castillo,Via Cali - Jamundi,Casa,Jamundi,2,1,90,La Morada,2 C102,"156,700,000"
Kaoba,LV Estructuras,Cr. 2 Aoeste 5-A25,Apto.,Oeste,2,2,90,Santa Teresita,704,"275,000,000"
Guadalupe Alto,Pronova,Cr. 56 # 1A Oeste-45,Apto.,Sur,3,2,90,El Refugio,2,"108,292,000"
Cond. El Bambu,Prom. Parq. Guadalupe,Cl. 2 Cr. 53 y 54,Apto.,Sur,3,1,90,El Refugio,3,"99,700,000"
Ed. Opal,JM Inm.,Cr. 26 # 3-28 ,Apto.,Sur,2,1,90,Cristales,301,"91,800,000"
Taino,Espacio Vital,Av. Cañasg. Cr. 109 -112,Apto.,Sur,2,1,90,Ciudad Jardín,3,"130,524,000"
Balcones del Limonar II,Const. Bolívar,Cr. 66 Cl 16,Apto.,Sur,3,1,90,Ingenio,103,"139,516,000"
Balcones del Limonar III,Const. Bolívar,Cr. 66 Cl 16,Apto.,Sur,3,1,90,Ingenio,104E,"177,380,000"
Ed. Rincón del Bosque,Inv. CIMAR,AV. 10 N # 51N-36,Apto.,Norte,3,1,90,La Flora,302,"147,000,000"
La Espadaña II,Const. Melendez,Cr. 86 Cl. 50,Casa,Sur,3,1,90,Caney,2 C43,"136,422,000"
Casas del Palmar,Jaramillo Mora,Cr. 98 Cl. 45,Casa,Sur,3,1,90,Caney,2,"130,000,000"
La Macarena,Const. Melendez,Cl. 50 Cr. 97,Casa,Sur,3,1,90,Caney,2,"141,000,000"
Piamonte Conj. Resd.,Jaramillo Mora,Cr. 102 Cl. 28,Apto.,Sur,3,1,90,Caney,501,"154,000,000"
San Miguel,Marval,Cr. 99 Cl. 48 y 50,Apto.,Sur,3,1,91,Caney,403,"175,604,500"
Altos del Caney,Const. Melendez,Cr. 86 Cl. 42,Apto.,Sur,3,1,91,Caney,4,"125,500,000"
Guadalupe Alto,Pronova,Cr. 56 # 1A Oeste-45,Apto.,Sur,3,2,91,El Refugio,4,"115,481,000"
Guadalupe Alto,Pronova,Cr. 56 # 1A Oeste-45,Apto.,Sur,3,2,91,El Refugio,3,"113,318,000"
Portal de Castilla ,Const. Bariloche,Cr. 76 # 16-41,Apto.,Sur,3,1,91,Ingenio,101,"118,000,000"
Mir. de Chipichape,Balc. de Chipichape,Cl. 40 N # 6AN-20,Apto.,Norte,2,1,91,La Flora,dp8,"139,900,000"
Plazuela de Cañasgordas,Marval,Cr. 101 Cl. 19,Apto.,Sur,3,1,91,Ciudad Jardín,6,"153,826,000"
Casas de Canta Claro,Const. Bolívar,Cr. 100 - 101 Cl. 45,Casa,Sur,3,1,91,Caney,3,"159,682,000"
Entre Parques Cond. Club,Buenavista Const. Prom.,Cr. 99 Cl. 45,Apto.,Sur,3,1,91,Caney,403,"137,050,000"
Terrazas de Cañasgordas,Marval,Cr. 101A # 19-22,Apto.,Sur,3,2,91,Ciudad Jardín,615I,"178,623,000"
Bosques de Vizcaya,Const. Normandia,Cr. 1 Cl. 59  Y 61A,Apto.,Norte,3,1,91,Calima,Ph801,"140,000,000"
Remanso de la Flora,Ing. Jaime Suarez Cuenca,Cl. 61 N # 3Bis-65,Apto.,Norte,3,1,91,La Flora,404,"140,709,000"
Sierra de Normandia,Cusezar,Cl. 1B oeste # 4oes-201,Apto.,Oeste,3,1,91,Aguacatal,104,"182,807,000"
Reserva de Chipichape,Solanillas,Av. 6D #39-00,Apto.,Norte,2,1,92,La Flora,901 B,"243,623,120"
Villa Allegra,Buenavista Const. Prom.,Cr. 70 Cl. 13A1 - 13B,Apto.,Sur,3,1,92,Ingenio,206,"164,314,000"
Torres de Valgarda 25,Inacar,Cr. 92 Cl. 25,Apto.,Sur,3,1,92,Caney,703 T1,"194,503,000"
Conj. Res. Los Robles,Const. Melendez,Cr. 82 cl. 28,Apto.,Sur,3,1,92,Caney,401,"179,000,000"
Guadalupe Alto,Pronova,Cr. 56 # 1A Oeste-45,Apto.,Sur,3,2,92,El Refugio,3,"114,875,000"
Guadalquivir ,Skema,Cr. 98B # 34-53,Apto.,Sur,3,1,92,Caney,3,"186,740,000"
Mayoral del Viento,Axial Const.,Av. 5 Oe # 5-40,Apto.,Oeste,2,2,92,Aguacatal,102,"181,900,000"
Punta Oeste,Amarilo,Cr. 3 Oeste # 5-59,Apto.,Oeste,2,2,92,Santa Teresita,4,"201,278,000"
Valdemoro Club Res.,Osmares,Cl. 5 Cr. 84,Apto.,Sur,3,1,92,Ingenio,104F,"162,920,000"
Punta Oeste,Arq. & Concreto,Cr. 3 Oeste # 5-59,Apto.,Oeste,2,2,92,Santa Teresita,4,"231,965,000"
Reserva de Sta Isabel,Inv. Emmanuel,Cr. 37 Cl. 4,Apto.,Oeste,3,1,92,Cristales,402,"153,606,000"
Piedragrande,Jaramillo Mora,Cr. 100 Cl. 42,Apto.,Sur,3,1,92,Caney,101,"142,200,000"
Eden de los Cerros,Const. Tekton,Cl. 1A # 66B-17,Apto.,Sur,3,1,92,El Refugio,304,"129,099,000"
Kineret Lofts,Solanillas,Cr. 37 Oe # 2-64,Apto.,Oeste,2,1,92,Cristales,204,"165,000,000"
La Macarena II,Const. Melendez,Cl. 50 Cr. 97,Casa,Sur,3,1,92,Caney,2,"114,000,000"
Sierra de Normandia,Cusezar,Cl. 1B oeste # 4oes-201,Apto.,Oeste,3,1,93,Aguacatal,604,"193,120,000"
Lagos de la Bocha,Const. Bolívar,Cr. 113 Cl. 46 y 47,Apto.,Sur,3,1,93,Autonoma,402 C,"186,150,000"
Mirador de Terrazas,Marval,Cl. 20 Cr. 100,Apto.,Sur,3,1,93,Ciudad Jardín,610,"194,367,500"
Guadalupe Alto,Pronova,Cr. 56 # 1A Oeste-45,Apto.,Sur,3,2,93,El Refugio,5,"110,630,000"
Paseo Real II,Const. Alpes,Cl. 58N Av. 4B N,Apto.,Norte,3,1,93,La Flora,6,"129,000,000"
Casas de Canta Claro,Const. Bolívar,Cr. 100 - 101 Cl. 45,Casa,Sur,3,1,93,Caney,3,"127,617,000"
Norten,Ing. Const. Centenario,Av. 10 N # 7-62,Apto.,Oeste,2,2,93,Sta Monica Nte,D308,"212,819,000"
Portal de Santanita,Inv. Emmanuel,Cl. 11 # 61-21,Apto.,Sur,3,1,93,Ingenio,302,"148,364,000"
Provenza,Habitek,Av. 9 Nte # 54-04,Apto.,Norte,3,1,93,La Flora,307,"142,000,000"
Park Avenue,Const. Bariloche,Cr. 83 Cl. 13A bis,Apto.,Sur,2,1,93,Ingenio,308,"236,625,000"
Lagos de la Bocha,Const. Bolívar,Cr. 113 Cl. 46 y 47,Apto.,Sur,3,1,94,Autonoma,408 C,"189,440,000"
Villa Magna,Solevento,Cl. 1B # 55-56,Apto.,Sur,3,1,94,El Refugio,404,"195,100,000"
Casas de Canta Claro,Const. Bolívar,Cr. 100 - 101 Cl. 45,Casa,Sur,3,1,94,Caney,3,"152,035,000"
Senderos del Limonar,I.C. Contructores,Cr. 68 Cl. 25,Apto.,Sur,3,1,94,Ingenio,102,"164,000,000"
Eden de los Cerros,Const. Tekton,Cl. 1A # 66B-17,Apto.,Sur,3,1,94,El Refugio,305,"131,031,000"
Portal de Santanita,Inv. Emmanuel,Cl. 11 # 61-21,Apto.,Sur,3,1,94,Ingenio,309,"151,190,000"
Buenos Aires,Const. Alpes,Cl. 28 y 42 Cr. 112 y 113,Apto.,Sur,3,1,94,Autonoma,401,"167,800,000"
Porton de Asturias,Const. Bolívar,Cl. 16 Cr. 68,Apto.,Sur,3,1,95,Ingenio,202 E,"205,560,000"
Refugio Plaza Camp.,Proy. y Planes,Cl. 3D # 64-80,Apto.,Sur,3,1,95,El Refugio,5,"70,500,000"
Palmas del Norte,Inor ,Cl. 66 # 1-10,Casa,Norte,3,1,95,Calima,1,"60,098,000"
Mir. de Chipichape,Balc. de Chipichape,Cl. 40 N # 6AN-20,Apto.,Norte,2,1,95,La Flora,8,"186,000,000"
Edificio Thilanka,JM Inm.,Cl. 13 Oeste # 1-14,Apto.,Oeste,2,2,95,Santa Teresita,2,"193,473,000"
Alcala de las Casas,Const. Bolívar,Cl. 15 Cr. 69 y 70,Casa,Sur,3,1,95,Ingenio,3 C3,"198,000,000"
Loma Verde,Inacar,Cr. 4 Oeste # 15-15,Apto.,Oeste,2,1,95,Cristales,401,"150,046,000"
Bosques de Lancelot,Corasa ,Cl. 14 Cr. 83,Apto.,Sur,3,2,95,Ingenio,101,"159,000,000"
Mont Jüic Aptos,Mecon,Cl. 12AOe  2A-50,Apto.,Oeste,3,2,95,Santa Teresita,4,"184,430,000"
Cerro Cristales,Mecon,Cl. 9A Oe Cr. 38 Oe,Apto.,Oeste,3,1,95,Cristales,539 C,"194,750,000"
EL Alminar de la Flora,Giraldo Salazar,Cl. 41N # 4N-170,Apto.,Norte,3,2,96,La Flora,3,"139,346,000"
Quintas del Lili,Cusezar,Cr. 96 Cl. 25 y 33,Casa,Sur,3,1,96,Caney,3,"142,000,000"
Gualanday Plaza,Skema,Cr. 98B Cl. 33 y 34,Apto.,Sur,3,1,96,Caney,101,"134,721,000"
Balcones del Limonar,Const. Bolívar,Cr. 66 Cl 16,Apto.,Sur,3,1,96,Ingenio,4,"135,941,000"
Norten,Ing. Const. Centenario,Av. 10 N # 7-62,Apto.,Oeste,2,2,96,Sta Monica Nte,D104,"217,000,000"
Eden de los Cerros,Const. Tekton,Cl. 1A # 66B-17,Apto.,Sur,3,1,96,El Refugio,106,"129,340,000"
Provenza,Habitek,Av. 9 Nte # 54-04,Apto.,Norte,3,1,96,La Flora,103,"144,180,000"
Porton de Asturias,Const. Bolívar,Cl. 16 Cr. 68,Apto.,Sur,3,1,96,Ingenio,303 E,"169,960,000"
Capri 75 Aptos.,JM Inm.,Cl. 10a # 76a-45,Apto.,Sur,3,1,97,Ingenio,202,"209,570,000"
Torres de Montealto,I.C. Prefabricados,Cr. 80 # 10A-28,Apto.,Sur,3,1,97,Ingenio,401,"230,000,000"
Torres de Valgarda 25,Inacar,Cr. 92 Cl. 25,Apto.,Sur,3,1,97,Caney,404 T1,"201,175,038"
Hojarasca Parq. Resid.,JM Inm.,Cr. 37 Cl. 8 Oeste,Apto.,Oeste,3,2,97,Cristales,302,"234,992,000"
Palmas del Norte,Inor ,Cl. 66 # 1-10,Casa,Norte,4,1,97,Calima,1,"61,042,000"
Palmar del Sur,Const. Bolívar,Aut. Simón Bol. - Cr. 98,Casa,Sur,3,2,97,Caney,1,"98,700,000"
Palmar del Sur,Const. Bolívar,Aut. Simón Bol. - Cr. 98,Casa,Sur,3,1,97,Caney,1,"121,894,000"
Alcala de las Casas,Const. Bolívar,Cl. 15 Cr. 69 y 70,Casa,Sur,3,1,97,Ingenio,3,"185,174,000"
Balcones del Limonar II,Const. Bolívar,Cr. 66 Cl 16,Apto.,Sur,3,1,97,Ingenio,303,"145,405,000"
Ed. Alejandro,Const. Norte y Sur,Av. 6DN # 43N-15,Apto.,Norte,3,1,97,La Flora,301,"158,700,000"
Castilla Grande,Const. Alpes,Cr. 70 Cl. 18,Apto.,Sur,3,1,97,Ingenio,404,"153,350,000"
Norten,Ing. Const. Centenario,Av. 10 N # 7-62,Apto.,Oeste,2,2,97,Sta Monica Nte,D109,"220,000,000"
Altomenga,Jaramillo Mora,Av. 9 Nte # 56N-84,Apto.,Norte,3,2,97,La Flora,302-1,"181,000,000"
Villa Allegra,Buenavista Const. Prom.,Cr. 70 Cl. 13A1 - 13B,Apto.,Sur,3,1,97,Ingenio,101,"174,583,000"
Porton de Asturias,Const. Bolívar,Cl. 16 Cr. 68,Apto.,Sur,3,1,98,Ingenio,304 E,"210,080,000"
El Arado,Const. Melendez,Cr. 86 Cl. 17,Apto.,Sur,3,2,98,Ingenio,8,"147,460,000"
Torre Espiga,Const. Escalada,Cr. 70 # 13A-50,Apto.,Sur,2,1,98,Ingenio,1,"194,300,000"
Ciud. Camp. Hda. el Castillo ,Const. El Castillo,Via Cali - Jamundi,Casa,Jamundi,3,1,98,La Morada,1,"123,500,000"
Paseo de las Casas,Const. Bolívar,Cr. 80 Cl. 16,Casa,Sur,3,1,98,Ingenio,2,"118,969,793"
Juanambu Flex,Nagui Sabet Asoc.,Av. 9 Nte # 5-95,Apto.,Oeste,2,2,98,Sta Monica Nte,4,"201,089,971"
Sottomonte Apartaestudios,Inm. Centenario,Av. Guadalupe # 2-157,Apto.,Sur,2,1,98,El Refugio,4,"160,938,000"
Terrazas al Parque,Const. Rodanar,Cr. 83 # 13A1-20,Apto.,Sur,3,1,98,Ingenio,3,"141,360,000"
Colinas del Bosque,Const. Perthell Gonzales,Cl. 49 Av. 9,Apto.,Norte,3,2,98,La Flora,4,"120,904,000"
Alameda del Lili Apto,Const. Alpes,Cl. 28 Cr. 98 - 98C,Apto.,Sur,3,1,98,Caney,501,"138,000,000"
Palmera Real Casas Indep.,Const. Melendez,Cr. 83C Cl. 42,Casa,Sur,2,1,98,Caney,2 - C85,"196,000,000"
Balcones del Limonar III,Const. Bolívar,Cr. 66 Cl 16,Apto.,Sur,3,1,98,Ingenio,402E,"171,020,000"
La Espadaña II,Const. Melendez,Cr. 86 Cl. 50,Casa,Sur,3,1,98,Caney,2 C54,"117,000,000"
Balcones de Santa Teresita,Const. Ideal,Cl. 14 Oe  12B1-60,Apto.,Oeste,2,1,99,Santa Teresita,401,"229,000,000"
